"REC_NO","COLL_DATE","GRAINSIZE","SOIL_HORIZ","SETTING","RELIEF","VEG","LATITUDE","LONGITUDE","HUC_8","TYPEDESC","SOURCE","STUDY","PH","P_ICP40","C_TOT","C_ORG","Date","P_mgkg","Depth","surface","min_depth","max_depth","max_depth_est"
"ST015039","20040715","","0-8 in","meadow","","grass",46.23426,-95.36539,7010107,"SOIL","Soil","",NA,0.072,NA,NA,2004-07-15,720,"0-8","0-8",0,8,8
"ST015038","20040715","","12-20 in","farm","","crops",46.18003,-95.30244,7010107,"SOIL","Soil","",NA,0.067,NA,NA,2004-07-15,670,"12-20","12-20",12,20,20
"ST015038","20040715","","0-8 in","farm","","crops",46.18003,-95.30244,7010107,"SOIL","Soil","",NA,0.075,NA,NA,2004-07-15,750,"0-8","0-8",0,8,8
"ST015023","20040707","","12-20 in","forest","","trees",46.25241,-94.84837,7010108,"SOIL","Soil","",NA,0.037,NA,NA,2004-07-07,370,"12-20","12-20",12,20,20
"ST015023","20040707","","0-8 in","forest","","trees",46.25241,-94.84837,7010108,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-07,560,"0-8","0-8",0,8,8
"ST015006","20040707","","12-20 in","forest","","trees",46.25283,-94.47658,7010106,"SOIL","Soil","",NA,0.057,NA,NA,2004-07-07,570,"12-20","12-20",12,20,20
"ST015006","20040707","","0-8 in","forest","","trees",46.25283,-94.47658,7010106,"SOIL","Soil","",NA,0.138,NA,NA,2004-07-07,1380,"0-8","0-8",0,8,8
"ST014999","20040707","","12-20 in","forest","","trees",46.20103,-94.33482,7010104,"SOIL","Soil","",NA,0.055,NA,NA,2004-07-07,550,"12-20","12-20",12,20,20
"ST014999","20040707","","0-8 in","forest","","trees",46.20103,-94.33482,7010104,"SOIL","Soil","",NA,0.113,NA,NA,2004-07-07,1130,"0-8","0-8",0,8,8
"ST014971","20040706","","8-20 in","meadow","","grass",46.27179,-94.00868,7010104,"SOIL","Soil","",NA,0.067,NA,NA,2004-07-06,670,"8-20","8-20",8,20,20
"ST014971","20040706","","0-6 in","meadow","","grass",46.27179,-94.00868,7010104,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-06,360,"0-6","0-6",0,6,6
"ST015043","20040715","","12-20 in","forest","","trees",46.40342,-95.42454,7010107,"SOIL","Soil","",NA,0.071,NA,NA,2004-07-15,710,"12-20","12-20",12,20,20
"ST015043","20040715","","0-8 in","forest","","trees",46.40342,-95.42454,7010107,"SOIL","Soil","",NA,0.092,NA,NA,2004-07-15,920,"0-8","0-8",0,8,8
"ST015015","20040707","","12-20 in","meadow","","shrubs",46.32472,-94.68038,7010108,"SOIL","Soil","",NA,0.069,NA,NA,2004-07-07,690,"12-20","12-20",12,20,20
"ST015015","20040707","","0-8 in","meadow","","shrubs",46.32472,-94.68038,7010108,"SOIL","Soil","",NA,0.098,NA,NA,2004-07-07,980,"0-8","0-8",0,8,8
"ST015012","20040707","","12-20 in","forest","","trees",46.31218,-94.63028,7010108,"SOIL","Soil","",NA,0.115,NA,NA,2004-07-07,1150,"12-20","12-20",12,20,20
"ST015012","20040707","","0-8 in","forest","","trees",46.31218,-94.63028,7010108,"SOIL","Soil","",NA,0.185,NA,NA,2004-07-07,1850,"0-8","0-8",0,8,8
"ST014995","20040706","","8-20 in","forest","","trees",46.41276,-94.29343,7010106,"SOIL","Soil","",NA,0.029,NA,NA,2004-07-06,290,"8-20","8-20",8,20,20
"ST014995","20040706","","0-6 in","forest","","trees",46.41276,-94.29343,7010106,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-06,340,"0-6","0-6",0,6,6
"ST014976","20040706","","8-20 in","farm","","grass",46.34858,-94.08231,7010104,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-06,490,"8-20","8-20",8,20,20
"ST014976","20040706","","0-6 in","farm","","grass",46.34858,-94.08231,7010104,"SOIL","Soil","",NA,0.092,NA,NA,2004-07-06,920,"0-6","0-6",0,6,6
"ST015066","20040714","","12-20 in","meadow","","grass",46.48604,-95.93561,9020103,"SOIL","Soil","",NA,0.039,NA,NA,2004-07-14,390,"12-20","12-20",12,20,20
"ST015066","20040714","","0-8 in","meadow","","grass",46.48604,-95.93561,9020103,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-14,490,"0-8","0-8",0,8,8
"ST015049","20040714","","12-20 in","forest","","trees",46.55594,-95.51327,9020103,"SOIL","Soil","",NA,0.04,NA,NA,2004-07-14,400,"12-20","12-20",12,20,20
"ST015049","20040714","","0-8 in","forest","","trees",46.55594,-95.51327,9020103,"SOIL","Soil","",NA,0.07,NA,NA,2004-07-14,700,"0-8","0-8",0,8,8
"ST015034","20040713","","12-20 in","farm","","crops",46.5351,-95.20975,7010107,"SOIL","Soil","",NA,0.033,NA,NA,2004-07-13,330,"12-20","12-20",12,20,20
"ST015034","20040713","","0-8 in","farm","","crops",46.5351,-95.20975,7010107,"SOIL","Soil","",NA,0.046,NA,NA,2004-07-13,460,"0-8","0-8",0,8,8
"ST015030","20040713","","12-20 in","forest","","trees",46.52806,-95.06535,7010107,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-13,340,"12-20","12-20",12,20,20
"ST015030","20040713","","0-8 in","forest","","trees",46.52806,-95.06535,7010107,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-13,560,"0-8","0-8",0,8,8
"ST015020","20040707","","12-20 in","meadow","","grass",46.45474,-94.72391,7010106,"SOIL","Soil","",NA,0.075,NA,NA,2004-07-07,750,"12-20","12-20",12,20,20
"ST015020","20040707","","0-8 in","meadow","","grass",46.45474,-94.72391,7010106,"SOIL","Soil","",NA,0.073,NA,NA,2004-07-07,730,"0-8","0-8",0,8,8
"ST015010","20040708","","12-20 in","forest","","trees",46.52876,-94.58478,7010106,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-08,340,"12-20","12-20",12,20,20
"ST015010","20040708","","0-8 in","forest","","trees",46.52876,-94.58478,7010106,"SOIL","Soil","",NA,0.047,NA,NA,2004-07-08,470,"0-8","0-8",0,8,8
"ST014992","20040706","","8-20 in","forest","","trees",46.52587,-94.26991,7010106,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-06,480,"8-20","8-20",8,20,20
"ST014992","20040706","","0-6 in","forest","","trees",46.52587,-94.26991,7010106,"SOIL","Soil","",NA,0.055,NA,NA,2004-07-06,550,"0-6","0-6",0,6,6
"ST014981","20040706","","8-20 in","forest","","trees",46.48905,-94.15599,7010106,"SOIL","Soil","",NA,0.03,NA,NA,2004-07-06,300,"8-20","8-20",8,20,20
"ST014981","20040706","","0-6 in","forest","","trees",46.48905,-94.15599,7010106,"SOIL","Soil","",NA,0.032,NA,NA,2004-07-06,320,"0-6","0-6",0,6,6
"ST015062","20040714","","12-20 in","meadow","","grass",46.59028,-95.84602,9020103,"SOIL","Soil","",NA,0.088,NA,NA,2004-07-14,880,"12-20","12-20",12,20,20
"ST015062","20040714","","0-8 in","meadow","","grass",46.59028,-95.84602,9020103,"SOIL","Soil","",NA,0.092,NA,NA,2004-07-14,920,"0-8","0-8",0,8,8
"ST015056","20040714","","12-20 in","forest","","trees",46.695,-95.71704,9020103,"SOIL","Soil","",NA,0.039,NA,NA,2004-07-14,390,"12-20","12-20",12,20,20
"ST015056","20040714","","0-8 in","forest","","trees",46.695,-95.71704,9020103,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-14,610,"0-8","0-8",0,8,8
"ST015050","20040714","","12-20 in","farm","","crops",46.59331,-95.54549,9020103,"SOIL","Soil","",NA,0.077,NA,NA,2004-07-14,770,"12-20","12-20",12,20,20
"ST015050","20040714","","0-8 in","farm","","crops",46.59331,-95.54549,9020103,"SOIL","Soil","",NA,0.137,NA,NA,2004-07-14,1370,"0-8","0-8",0,8,8
"ST015037","20040713","","12-20 in","farm","","crops",46.60002,-95.29581,7010107,"SOIL","Soil","",NA,0.04,NA,NA,2004-07-13,400,"12-20","12-20",12,20,20
"ST015037","20040713","","0-8 in","farm","","crops",46.60002,-95.29581,7010107,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-13,560,"0-8","0-8",0,8,8
"ST015031","20040713","","12-20 in","forest","","trees",46.69056,-95.07248,7010106,"SOIL","Soil","",NA,0.05,NA,NA,2004-07-13,500,"12-20","12-20",12,20,20
"ST015031","20040713","","0-8 in","forest","","trees",46.69056,-95.07248,7010106,"SOIL","Soil","",NA,0.079,NA,NA,2004-07-13,790,"0-8","0-8",0,8,8
"ST015018","20040713","","12-20 in","meadow","","grass",46.67964,-94.70299,7010106,"SOIL","Soil","",NA,0.035,NA,NA,2004-07-13,350,"12-20","12-20",12,20,20
"ST015018","20040713","","0-8 in","meadow","","grass",46.67964,-94.70299,7010106,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-13,450,"0-8","0-8",0,8,8
"ST015008","20040708","","12-20 in","forest","","trees",46.60833,-94.49905,7010106,"SOIL","Soil","",NA,0.037,NA,NA,2004-07-08,370,"12-20","12-20",12,20,20
"ST015008","20040708","","0-8 in","forest","","trees",46.60833,-94.49905,7010106,"SOIL","Soil","",NA,0.04,NA,NA,2004-07-08,400,"0-8","0-8",0,8,8
"ST014990","20040708","","12-20 in","forest","","trees",46.6164,-94.2632,7010106,"SOIL","Soil","",NA,0.074,NA,NA,2004-07-08,740,"12-20","12-20",12,20,20
"ST014990","20040708","","0-8 in","forest","","trees",46.6164,-94.2632,7010106,"SOIL","Soil","",NA,0.12,NA,NA,2004-07-08,1200,"0-8","0-8",0,8,8
"ST014977","20040708","","12-20 in","forest","","trees",46.60928,-94.09406,7010105,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-08,610,"12-20","12-20",12,20,20
"ST014977","20040708","","0-8 in","forest","","trees",46.60928,-94.09406,7010105,"SOIL","Soil","",NA,0.084,NA,NA,2004-07-08,840,"0-8","0-8",0,8,8
"ST015069","20040714","","12-20 in","farm","","crops",46.7863,-95.97955,9020103,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-14,480,"12-20","12-20",12,20,20
"ST015069","20040714","","0-8 in","farm","","crops",46.7863,-95.97955,9020103,"SOIL","Soil","",NA,0.06,NA,NA,2004-07-14,600,"0-8","0-8",0,8,8
"ST015053","20040714","","12-20 in","forest","","trees",46.74756,-95.60313,9020103,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-14,490,"12-20","12-20",12,20,20
"ST015053","20040714","","0-8 in","forest","","trees",46.74756,-95.60313,9020103,"SOIL","Soil","",NA,0.063,NA,NA,2004-07-14,630,"0-8","0-8",0,8,8
"ST015042","20040714","","12-20 in","forest","","trees",46.84635,-95.41843,9020103,"SOIL","Soil","",NA,0.043,NA,NA,2004-07-14,430,"12-20","12-20",12,20,20
"ST015042","20040714","","0-8 in","forest","","trees",46.84635,-95.41843,9020103,"SOIL","Soil","",NA,0.059,NA,NA,2004-07-14,590,"0-8","0-8",0,8,8
"ST015035","20040713","","12-20 in","forest","","trees",46.73092,-95.25748,7010106,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-13,360,"12-20","12-20",12,20,20
"ST015035","20040713","","0-8 in","forest","","trees",46.73092,-95.25748,7010106,"SOIL","Soil","",NA,0.064,NA,NA,2004-07-13,640,"0-8","0-8",0,8,8
"ST015028","20040713","","12-20 in","farm","","crops",46.84701,-94.93193,7010106,"SOIL","Soil","",NA,0.125,NA,NA,2004-07-13,1250,"12-20","12-20",12,20,20
"ST015028","20040713","","0-8 in","farm","","crops",46.84701,-94.93193,7010106,"SOIL","Soil","",NA,0.225,NA,NA,2004-07-13,2250,"0-8","0-8",0,8,8
"ST015019","20040713","","12-20 in","forest","","trees",46.84026,-94.7221,7010106,"SOIL","Soil","",NA,0.042,NA,NA,2004-07-13,420,"12-20","12-20",12,20,20
"ST015019","20040713","","0-8 in","forest","","trees",46.84026,-94.7221,7010106,"SOIL","Soil","",NA,0.065,NA,NA,2004-07-13,650,"0-8","0-8",0,8,8
"ST015007","20040708","","12-20 in","forest","","trees",46.74703,-94.49516,7010105,"SOIL","Soil","",NA,0.05,NA,NA,2004-07-08,500,"12-20","12-20",12,20,20
"ST015007","20040708","","0-8 in","forest","","trees",46.74703,-94.49516,7010105,"SOIL","Soil","",NA,0.092,NA,NA,2004-07-08,920,"0-8","0-8",0,8,8
"ST014988","20040708","","12-20 in","forest","","trees",46.82693,-94.25897,7010105,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-08,340,"12-20","12-20",12,20,20
"ST014988","20040708","","0-8 in","forest","","trees",46.82693,-94.25897,7010105,"SOIL","Soil","",NA,0.052,NA,NA,2004-07-08,520,"0-8","0-8",0,8,8
"ST014978","20040708","","12-20 in","forest","","trees",46.73611,-94.0953,7010105,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-08,490,"12-20","12-20",12,20,20
"ST014978","20040708","","0-8 in","forest","","trees",46.73611,-94.0953,7010105,"SOIL","Soil","",NA,0.084,NA,NA,2004-07-08,840,"0-8","0-8",0,8,8
"ST015061","20040714","","12-20 in","forest","","trees",46.90462,-95.83461,9020103,"SOIL","Soil","",NA,0.063,NA,NA,2004-07-14,630,"12-20","12-20",12,20,20
"ST015061","20040714","","0-8 in","forest","","trees",46.90462,-95.83461,9020103,"SOIL","Soil","",NA,0.072,NA,NA,2004-07-14,720,"0-8","0-8",0,8,8
"ST015060","20040714","","12-20 in","forest","","trees",46.94038,-95.80613,9020103,"SOIL","Soil","",NA,0.054,NA,NA,2004-07-14,540,"12-20","12-20",12,20,20
"ST015060","20040714","","0-8 in","forest","","trees",46.94038,-95.80613,9020103,"SOIL","Soil","",NA,0.087,NA,NA,2004-07-14,870,"0-8","0-8",0,8,8
"ST015059","20040714","","12-20 in","forest","","trees",46.94029,-95.80029,9020103,"SOIL","Soil","",NA,0.055,NA,NA,2004-07-14,550,"12-20","12-20",12,20,20
"ST015059","20040714","","0-8 in","forest","","trees",46.94029,-95.80029,9020103,"SOIL","Soil","",NA,0.09,NA,NA,2004-07-14,900,"0-8","0-8",0,8,8
"ST015052","20040714","","12-20 in","forest","","trees",46.87055,-95.57682,9020103,"SOIL","Soil","",NA,0.04,NA,NA,2004-07-14,400,"12-20","12-20",12,20,20
"ST015052","20040714","","0-8 in","forest","","trees",46.87055,-95.57682,9020103,"SOIL","Soil","",NA,0.069,NA,NA,2004-07-14,690,"0-8","0-8",0,8,8
"ST015041","20040714","","12-20 in","forest","","trees",46.96864,-95.41192,7010106,"SOIL","Soil","",NA,0.058,NA,NA,2004-07-14,580,"12-20","12-20",12,20,20
"ST015041","20040714","","0-8 in","forest","","trees",46.96864,-95.41192,7010106,"SOIL","Soil","",NA,0.075,NA,NA,2004-07-14,750,"0-8","0-8",0,8,8
"ST015033","20040713","","12-20 in","meadow","","grass",46.86573,-95.18438,7010106,"SOIL","Soil","",NA,0.035,NA,NA,2004-07-13,350,"12-20","12-20",12,20,20
"ST015033","20040713","","0-8 in","meadow","","grass",46.86573,-95.18438,7010106,"SOIL","Soil","",NA,0.05,NA,NA,2004-07-13,500,"0-8","0-8",0,8,8
"ST015032","20040713","","12-20 in","farm","","crops",46.88211,-95.08019,7010106,"SOIL","Soil","",NA,0.063,NA,NA,2004-07-13,630,"12-20","12-20",12,20,20
"ST015032","20040713","","0-8 in","farm","","crops",46.88211,-95.08019,7010106,"SOIL","Soil","",NA,0.161,NA,NA,2004-07-13,1610,"0-8","0-8",0,8,8
"ST015022","20040713","","12-20 in","forest","","trees",46.95059,-94.82081,7010106,"SOIL","Soil","",NA,0.066,NA,NA,2004-07-13,660,"12-20","12-20",12,20,20
"ST015022","20040713","","0-8 in","forest","","trees",46.95059,-94.82081,7010106,"SOIL","Soil","",NA,0.081,NA,NA,2004-07-13,810,"0-8","0-8",0,8,8
"ST015005","20040708","","12-20 in","forest","","trees",46.93674,-94.46654,7010102,"SOIL","Soil","",NA,0.017,NA,NA,2004-07-08,170,"12-20","12-20",12,20,20
"ST015005","20040708","","0-8 in","forest","","trees",46.93674,-94.46654,7010102,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-08,340,"0-8","0-8",0,8,8
"ST014996","20040708","","12-20 in","forest","","trees",46.89207,-94.30452,7010102,"SOIL","Soil","",NA,0.055,NA,NA,2004-07-08,550,"12-20","12-20",12,20,20
"ST014996","20040708","","0-8 in","forest","","trees",46.89207,-94.30452,7010102,"SOIL","Soil","",NA,0.069,NA,NA,2004-07-08,690,"0-8","0-8",0,8,8
"ST014972","20040708","","12-20 in","forest","","trees",46.8751,-94.0518,7010105,"SOIL","Soil","",NA,0.011,NA,NA,2004-07-08,110,"12-20","12-20",12,20,20
"ST014972","20040708","","0-8 in","forest","","trees",46.8751,-94.0518,7010105,"SOIL","Soil","",NA,0.032,NA,NA,2004-07-08,320,"0-8","0-8",0,8,8
"ST014960","20040706","","10-20 in","urban","","artificial",47.08419,-93.92567,7010102,"SOIL","Soil","",NA,0.023,NA,NA,2004-07-06,230,"10-20","10-20",10,20,20
"ST014960","20040706","","0-4 in","urban","","artificial",47.08419,-93.92567,7010102,"SOIL","Soil","",NA,0.035,NA,NA,2004-07-06,350,"0-4","0-4",0,4,4
"ST014936","20040706","","10-20 in","forest","","trees",47.05695,-93.67303,7010103,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-06,360,"10-20","10-20",10,20,20
"ST014936","20040706","","0-4 in","forest","","trees",47.05695,-93.67303,7010103,"SOIL","Soil","",NA,0.046,NA,NA,2004-07-06,460,"0-4","0-4",0,4,4
"ST014928","20040706","","14-20 in","forest","","trees",47.11021,-93.52956,7010103,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-06,610,"14-20","14-20",14,20,20
"ST014928","20040706","","0-6 in","forest","","trees",47.11021,-93.52956,7010103,"SOIL","Soil","",NA,0.042,NA,NA,2004-07-06,420,"0-6","0-6",0,6,6
"ST014953","20040706","","10-20 in","forest","","trees",47.23549,-93.81568,7010101,"SOIL","Soil","",NA,0.038,NA,NA,2004-07-06,380,"10-20","10-20",10,20,20
"ST014953","20040706","","0-3 in","forest","","trees",47.23549,-93.81568,7010101,"SOIL","Soil","",NA,0.022,NA,NA,2004-07-06,220,"0-3","0-3",0,3,3
"ST014944","20040706","","10-20 in","forest","","trees",47.21136,-93.73479,7010101,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-06,450,"10-20","10-20",10,20,20
"ST014944","20040706","","0-4 in","forest","","trees",47.21136,-93.73479,7010101,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-06,360,"0-4","0-4",0,4,4
"ST014929","20040706","","6-14 in","forest","","artificial",47.23637,-93.53031,7010103,"SOIL","Soil","",NA,0.05,NA,NA,2004-07-06,500,"6-14","6-14",6,14,14
"ST014929","20040706","","0-4 in","forest","","artificial",47.23637,-93.53031,7010103,"SOIL","Soil","",NA,0.057,NA,NA,2004-07-06,570,"0-4","0-4",0,4,4
"ST014955","20040708","","12-24 in","forest","","trees",47.38382,-93.83763,7010101,"SOIL","Soil","",NA,0.052,NA,NA,2004-07-08,520,"12-24","12-24",12,24,24
"ST014955","20040708","","0-8 in","forest","","trees",47.38382,-93.83763,7010101,"SOIL","Soil","",NA,0.058,NA,NA,2004-07-08,580,"0-8","0-8",0,8,8
"ST014947","20040708","","12-24 in","forest","","trees",47.34982,-93.75563,7010101,"SOIL","Soil","",NA,0.029,NA,NA,2004-07-08,290,"12-24","12-24",12,24,24
"ST014947","20040708","","0-3 in","forest","","trees",47.34982,-93.75563,7010101,"SOIL","Soil","",NA,0.033,NA,NA,2004-07-08,330,"0-3","0-3",0,3,3
"ST014911","20040709","","12-24 in","meadow","","artificial",47.39027,-93.21759,7010103,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-09,480,"12-24","12-24",12,24,24
"ST014911","20040709","","0-8 in","meadow","","artificial",47.39027,-93.21759,7010103,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-09,480,"0-8","0-8",0,8,8
"ST014956","20040708","","12-24 in","forest","","trees",47.47562,-93.85053,9030006,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-08,410,"12-24","12-24",12,24,24
"ST014956","20040708","","0-8 in","forest","","trees",47.47562,-93.85053,9030006,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-08,450,"0-8","0-8",0,8,8
"ST014945","20040708","","10-20 in","forest","","trees",47.47267,-93.73651,9030006,"SOIL","Soil","",NA,0.031,NA,NA,2004-07-08,310,"10-20","10-20",10,20,20
"ST014912","20040709","","12-24 in","urban","","artificial",47.47098,-93.23466,7010103,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-09,410,"12-24","12-24",12,24,24
"ST014912","20040709","","0-8 in","urban","","artificial",47.47098,-93.23466,7010103,"SOIL","Soil","",NA,0.047,NA,NA,2004-07-09,470,"0-8","0-8",0,8,8
"ST014901","20040709","","12-24 in","forest","","barren",47.55821,-93.04016,7010103,"SOIL","Soil","",NA,0.082,NA,NA,2004-07-09,820,"12-24","12-24",12,24,24
"ST014901","20040709","","0-6 in","forest","","barren",47.55821,-93.04016,7010103,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-09,610,"0-6","0-6",0,6,6
"ST014896","20040707","","12-20 in","meadow","","grass",47.52713,-92.82021,9030005,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-07,490,"12-20","12-20",12,20,20
"ST014896","20040707","","0-8 in","meadow","","grass",47.52713,-92.82021,9030005,"SOIL","Soil","",NA,0.058,NA,NA,2004-07-07,580,"0-8","0-8",0,8,8
"ST014961","20040708","","10-24 in","forest","","trees",47.62731,-93.92996,9030006,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-08,610,"10-24","10-24",10,24,24
"ST014961","20040708","","0-3 in","forest","","trees",47.62731,-93.92996,9030006,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-08,610,"0-3","0-3",0,3,3
"ST014958","20040708","","10-20 in","forest","","trees",47.6551,-93.85793,9030006,"SOIL","Soil","",NA,0.039,NA,NA,2004-07-08,390,"10-20","10-20",10,20,20
"ST014958","20040708","","0-4 in","forest","","trees",47.6551,-93.85793,9030006,"SOIL","Soil","",NA,0.064,NA,NA,2004-07-08,640,"0-4","0-4",0,4,4
"ST014957","20040708","","10-20 in","forest","","trees",47.65529,-93.85751,9030006,"SOIL","Soil","",NA,0.084,NA,NA,2004-07-08,840,"10-20","10-20",10,20,20
"ST014957","20040708","","0-3 in","forest","","trees",47.65529,-93.85751,9030006,"SOIL","Soil","",NA,0.044,NA,NA,2004-07-08,440,"0-3","0-3",0,3,3
"ST014938","20040708","","12-24 in","forest","","trees",47.66429,-93.70525,9030006,"SOIL","Soil","",NA,0.03,NA,NA,2004-07-08,300,"12-24","12-24",12,24,24
"ST014938","20040708","","0-6 in","forest","","trees",47.66429,-93.70525,9030006,"SOIL","Soil","",NA,0.043,NA,NA,2004-07-08,430,"0-6","0-6",0,6,6
"ST014916","20040708","","10-20 in","forest","","trees",47.67505,-93.37106,9030005,"SOIL","Soil","",NA,0.068,NA,NA,2004-07-08,680,"10-20","10-20",10,20,20
"ST014916","20040708","","0-4 in","forest","","trees",47.67505,-93.37106,9030005,"SOIL","Soil","",NA,0.063,NA,NA,2004-07-08,630,"0-4","0-4",0,4,4
"ST014910","20040709","","12-24 in","forest","","trees",47.6303,-93.21282,7010103,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-09,560,"12-24","12-24",12,24,24
"ST014910","20040709","","0-8 in","forest","","trees",47.6303,-93.21282,7010103,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-09,480,"0-8","0-8",0,8,8
"ST014907","20040708","","8-15 in","forest","","trees",47.69963,-93.17117,9030005,"SOIL","Soil","",NA,0.07,NA,NA,2004-07-08,700,"8-15","8-15",8,15,15
"ST014907","20040708","","0-4 in","forest","","trees",47.69963,-93.17117,9030005,"SOIL","Soil","",NA,0.06,NA,NA,2004-07-08,600,"0-4","0-4",0,4,4
"ST014908","20040708","","8-15 in","forest","","trees",47.69971,-93.17142,9030005,"SOIL","Soil","",NA,0.08,NA,NA,2004-07-08,800,"8-15","8-15",8,15,15
"ST014908","20040708","","0-4 in","forest","","trees",47.69971,-93.17142,9030005,"SOIL","Soil","",NA,0.059,NA,NA,2004-07-08,590,"0-4","0-4",0,4,4
"ST014903","20040709","","12-24 in","forest","","trees",47.58791,-93.08985,7010103,"SOIL","Soil","",NA,0.072,NA,NA,2004-07-09,720,"12-24","12-24",12,24,24
"ST014903","20040709","","0-8 in","forest","","trees",47.58791,-93.08985,7010103,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-09,560,"0-8","0-8",0,8,8
"ST014898","20040707","","12-20 in","forest","","trees",47.59756,-92.82652,9030005,"SOIL","Soil","",NA,0.03,NA,NA,2004-07-07,300,"12-20","12-20",12,20,20
"ST014898","20040707","","0-4 in","forest","","trees",47.59756,-92.82652,9030005,"SOIL","Soil","",NA,0.028,NA,NA,2004-07-07,280,"0-4","0-4",0,4,4
"ST014897","20040707","","12-24 in","forest","","artificial",47.59753,-92.82578,9030005,"SOIL","Soil","",NA,0.047,NA,NA,2004-07-07,470,"12-24","12-24",12,24,24
"ST014897","20040707","","0-5 in","forest","","artificial",47.59753,-92.82578,9030005,"SOIL","Soil","",NA,0.076,NA,NA,2004-07-07,760,"0-5","0-5",0,5,5
"ST014959","20040708","","10-20 in","meadow","","artificial",47.78154,-93.91286,9030006,"SOIL","Soil","",NA,0.044,NA,NA,2004-07-08,440,"10-20","10-20",10,20,20
"ST014959","20040708","","0-8 in","meadow","","artificial",47.78154,-93.91286,9030006,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-08,560,"0-8","0-8",0,8,8
"ST014950","20040708","","10-20 in","forest","","trees",47.79148,-93.77412,9030006,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-08,410,"10-20","10-20",10,20,20
"ST014950","20040708","","0-4 in","forest","","trees",47.79148,-93.77412,9030006,"SOIL","Soil","",NA,0.043,NA,NA,2004-07-08,430,"0-4","0-4",0,4,4
"ST014925","20040708","","8-15 in","forest","","artificial",47.7159,-93.50589,9030006,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-08,480,"8-15","8-15",8,15,15
"ST014925","20040708","","0-4 in","forest","","artificial",47.7159,-93.50589,9030006,"SOIL","Soil","",NA,0.044,NA,NA,2004-07-08,440,"0-4","0-4",0,4,4
"ST014905","20040707","","12-24 in","","","",47.82515,-93.12487,9030005,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-07,340,"12-24","12-24",12,24,24
"ST014905","20040707","","0-6 in","","","",47.82515,-93.12487,9030005,"SOIL","Soil","",NA,0.038,NA,NA,2004-07-07,380,"0-6","0-6",0,6,6
"ST014899","20040707","","12-20 in","forest","","trees",47.84805,-92.91553,9030005,"SOIL","Soil","",NA,0.02,NA,NA,2004-07-07,200,"12-20","12-20",12,20,20
"ST014899","20040707","","0-3 in","forest","","trees",47.84805,-92.91553,9030005,"SOIL","Soil","",NA,0.05,NA,NA,2004-07-07,500,"0-3","0-3",0,3,3
"ST014892","20040707","","12-24 in","forest","","artificial",47.81451,-92.69765,9030005,"SOIL","Soil","",NA,0.024,NA,NA,2004-07-07,240,"12-24","12-24",12,24,24
"ST014892","20040707","","0-6 in","forest","","artificial",47.81451,-92.69765,9030005,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-07,410,"0-6","0-6",0,6,6
"ST014927","20040707","","12-24 in","meadow","","grass",47.88469,-93.52141,9030006,"SOIL","Soil","",NA,0.03,NA,NA,2004-07-07,300,"12-24","12-24",12,24,24
"ST014927","20040707","","0-8 in","meadow","","grass",47.88469,-93.52141,9030006,"SOIL","Soil","",NA,0.059,NA,NA,2004-07-07,590,"0-8","0-8",0,8,8
