"REC_NO","COLL_DATE","GRAINSIZE","SOIL_HORIZ","SETTING","RELIEF","VEG","LATITUDE","LONGITUDE","HUC_8","TYPEDESC","SOURCE","STUDY","PH","P_ICP40","C_TOT","C_ORG","Date","P_mgkg","Depth","surface","min_depth","max_depth","max_depth_est"
"ST011292","20040820","","22-22 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.088,NA,NA,2004-08-20,880,"22-22","22-22",22,22,22
"ST011292","20040820","","22-22 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.023,NA,NA,2004-08-20,230,"22-22","22-22",22,22,22
"ST011292","20040820","","24-24 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.023,NA,NA,2004-08-20,230,"24-24","24-24",24,24,24
"ST011292","20040820","","24-24 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.029,NA,NA,2004-08-20,290,"24-24","24-24",24,24,24
"ST011292","20040820","","27-27 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.048,NA,NA,2004-08-20,480,"27-27","27-27",27,27,27
"ST011292","20040820","","27-27 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.046,NA,NA,2004-08-20,460,"27-27","27-27",27,27,27
"ST011292","20040820","","28-28 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.044,NA,NA,2004-08-20,440,"28-28","28-28",28,28,28
"ST011292","20040820","","29-29 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.039,NA,NA,2004-08-20,390,"29-29","29-29",29,29,29
"ST011292","20040820","","30-31 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.036,NA,NA,2004-08-20,360,"30-31","30-31",30,31,31
"ST011292","20040820","","32-32 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.038,NA,NA,2004-08-20,380,"32-32","32-32",32,32,32
"ST011292","20040820","","33-33 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.026,NA,NA,2004-08-20,260,"33-33","33-33",33,33,33
"ST010284","20031118","","0-20","farmland","","grass",45.40402,-122.38544,17090011,"SOIL","Soil","",NA,0.076,NA,NA,2003-11-18,760,"0-20","0-20",0,20,20
"ST010284","20031118","","30-40","farmland","","grass",45.40402,-122.38544,17090011,"SOIL","Soil","",NA,0.055,NA,NA,2003-11-18,550,"30-40","30-40",30,40,40
"ST010300","20031118","","0-10","forest","","trees",45.38147,-122.40744,17090011,"SOIL","Soil","",NA,0.31,NA,NA,2003-11-18,3100,"0-10","0-10",0,10,10
"ST010300","20031118","","20-30","forest","","trees",45.38147,-122.40744,17090011,"SOIL","Soil","",NA,0.269,NA,NA,2003-11-18,2690,"20-30","20-30",20,30,30
"ST010288","20040609","","0-8","farmland","","grass",44.18214,-123.06545,17090003,"SOIL","Soil","",NA,0.101,NA,NA,2004-06-09,1010,"0-8","0-8",0,8,8
"ST010288","20040609","","12-20","farmland","","grass",44.18214,-123.06545,17090003,"SOIL","Soil","",NA,0.094,NA,NA,2004-06-09,940,"12-20","12-20",12,20,20
"ST010303","20040609","","0-8","Meadow","","Artificial, Grass",44.11071,-123.05363,17090004,"SOIL","Soil","",NA,0.102,NA,NA,2004-06-09,1020,"0-8","0-8",0,8,8
"ST010303","20040609","","12-20","Meadow","","Artificial, Grass",44.11071,-123.05363,17090004,"SOIL","Soil","",NA,0.101,NA,NA,2004-06-09,1010,"12-20","12-20",12,20,20
"ST010462","20040624","","0-8","rangeland","","sagebrush",43.04827,-120.01299,17120005,"SOIL","Soil","",NA,0.098,NA,NA,2004-06-24,980,"0-8","0-8",0,8,8
"ST010462","20040624","","12-20","rangeland","","sagebrush",43.04827,-120.01299,17120005,"SOIL","Soil","",NA,0.039,NA,NA,2004-06-24,390,"12-20","12-20",12,20,20
"ST010460","20040622","","0-8","rangeland","","sagebrush",43.19718,-120.03117,17120005,"SOIL","Soil","",NA,0.032,NA,NA,2004-06-22,320,"0-8","0-8",0,8,8
"ST010498","20040622","","0-8","rangeland","","sagebrush",43.32843,-120.06766,17120005,"SOIL","Soil","",NA,0.067,NA,NA,2004-06-22,670,"0-8","0-8",0,8,8
"ST010498","20040622","","12-20","rangeland","","sagebrush",43.32843,-120.06766,17120005,"SOIL","Soil","",NA,0.052,NA,NA,2004-06-22,520,"12-20","12-20",12,20,20
"ST010449","20040623","","0-8","rangeland","","sagebrush",43.39793,-119.85387,17120004,"SOIL","Soil","",NA,0.049,NA,NA,2004-06-23,490,"0-8","0-8",0,8,8
"ST010449","20040623","","12-20","rangeland","","sagebrush",43.39793,-119.85387,17120004,"SOIL","Soil","",NA,0.045,NA,NA,2004-06-23,450,"12-20","12-20",12,20,20
"ST010491","20040623","","0-8","rangeland","","sagebrush",43.39946,-119.48576,17120004,"SOIL","Soil","",NA,0.05,NA,NA,2004-06-23,500,"0-8","0-8",0,8,8
"ST010491","20040623","","12-20","rangeland","","sagebrush",43.39946,-119.48576,17120004,"SOIL","Soil","",NA,0.042,NA,NA,2004-06-23,420,"12-20","12-20",12,20,20
"ST010279","20040621","","0-8","rangeland","","sagebrush",43.21506,-120.07474,17120005,"SOIL","Soil","",NA,0.055,NA,NA,2004-06-21,550,"0-8","0-8",0,8,8
"ST010279","20040621","","12-18","rangeland","","sagebrush",43.21506,-120.07474,17120005,"SOIL","Soil","",NA,0.051,NA,NA,2004-06-21,510,"12-18","12-18",12,18,18
"ST010312","20040621","","0-8","rangeland","","sagebrush",43.21586,-120.07451,17120005,"SOIL","Soil","",NA,0.05,NA,NA,2004-06-21,500,"0-8","0-8",0,8,8
"ST010312","20040621","","12-20","rangeland","","sagebrush",43.21586,-120.07451,17120005,"SOIL","Soil","",NA,0.048,NA,NA,2004-06-21,480,"12-20","12-20",12,20,20
"ST010459","20040620","","0-8","rangeland","","grass, sagebrush",43.41454,-120.8577,17120005,"SOIL","Soil","",NA,0.1,NA,NA,2004-06-20,1000,"0-8","0-8",0,8,8
"ST010459","20040620","","12-20","rangeland","","grass, sagebrush",43.41454,-120.8577,17120005,"SOIL","Soil","",NA,0.091,NA,NA,2004-06-20,910,"12-20","12-20",12,20,20
"ST010492","20040620","","0-8","rangeland","","sagebrush",43.3442,-120.93853,17120005,"SOIL","Soil","",NA,0.108,NA,NA,2004-06-20,1080,"0-8","0-8",0,8,8
"ST010492","20040620","","12-20","rangeland","","sagebrush",43.3442,-120.93853,17120005,"SOIL","Soil","",NA,0.07,NA,NA,2004-06-20,700,"12-20","12-20",12,20,20
"ST010398","20040620","","0-8","rangeland","","grass, sagebrush",43.43474,-120.69631,17120005,"SOIL","Soil","",NA,0.076,NA,NA,2004-06-20,760,"0-8","0-8",0,8,8
"ST010398","20040620","","12-20","rangeland","","grass, sagebrush",43.43474,-120.69631,17120005,"SOIL","Soil","",NA,0.081,NA,NA,2004-06-20,810,"12-20","12-20",12,20,20
"ST010431","20040620","","0-8","rangeland","","sagebrush",43.3629,-120.49625,17120005,"SOIL","Soil","",NA,0.028,NA,NA,2004-06-20,280,"0-8","0-8",0,8,8
"ST010431","20040620","","12-20","rangeland","","sagebrush",43.3629,-120.49625,17120005,"SOIL","Soil","",NA,0.046,NA,NA,2004-06-20,460,"12-20","12-20",12,20,20
"ST010428","20040621","","0-8","rangeland","","grass, sagebrush",43.19969,-120.5,17120005,"SOIL","Soil","",NA,0.039,NA,NA,2004-06-21,390,"0-8","0-8",0,8,8
"ST010428","20040621","","12-20","rangeland","","grass, sagebrush",43.19969,-120.5,17120005,"SOIL","Soil","",NA,0.064,NA,NA,2004-06-21,640,"12-20","12-20",12,20,20
"ST010423","20040621","","0-8","rangeland","","sagebrush",43.22562,-120.30755,17120005,"SOIL","Soil","",NA,0.074,NA,NA,2004-06-21,740,"0-8","0-8",0,8,8
"ST010423","20040621","","12-20","rangeland","","sagebrush",43.22562,-120.30755,17120005,"SOIL","Soil","",NA,0.092,NA,NA,2004-06-21,920,"12-20","12-20",12,20,20
"ST010436","20040621","","0-8","rangeland","","sagebrush",43.33578,-120.24335,17120005,"SOIL","Soil","",NA,0.096,NA,NA,2004-06-21,960,"0-8","0-8",0,8,8
"ST010436","20040621","","12-20","rangeland","","sagebrush",43.33578,-120.24335,17120005,"SOIL","Soil","",NA,0.055,NA,NA,2004-06-21,550,"12-20","12-20",12,20,20
"ST010405","20040629","","0-8","woods, meadow","","grass, trees",44.77359,-118.89421,17070203,"SOIL","Soil","",NA,0.061,NA,NA,2004-06-29,610,"0-8","0-8",0,8,8
"ST010405","20040629","","12-20","woods, meadow","","grass, trees",44.77359,-118.89421,17070203,"SOIL","Soil","",NA,0.096,NA,NA,2004-06-29,960,"12-20","12-20",12,20,20
"ST010391","20040630","","0-8","meadow","","grass, trees",44.70249,-118.15665,17050203,"SOIL","Soil","",NA,0.026,NA,NA,2004-06-30,260,"0-8","0-8",0,8,8
"ST010391","20040630","","12-20","meadow","","grass, trees",44.70249,-118.15665,17050203,"SOIL","Soil","",NA,0.046,NA,NA,2004-06-30,460,"12-20","12-20",12,20,20
"ST010680","20040630","","0-8","woods, meadow","","grass, trees",44.58266,-118.40063,17070203,"SOIL","Soil","",NA,0.055,NA,NA,2004-06-30,550,"0-8","0-8",0,8,8
"ST010680","20040630","","12-20","woods, meadow","","grass, trees",44.58266,-118.40063,17070203,"SOIL","Soil","",NA,0.055,NA,NA,2004-06-30,550,"12-20","12-20",12,20,20
"ST010668","20040708","","0-8","marsh","","grass",45.26527,-118.04117,17060104,"SOIL","Soil","",NA,0.178,NA,NA,2004-07-08,1780,"0-8","0-8",0,8,8
"ST010668","20040708","","12-20","marsh","","grass",45.26527,-118.04117,17060104,"SOIL","Soil","",NA,0.167,NA,NA,2004-07-08,1670,"12-20","12-20",12,20,20
"ST010701","20040708","","0-8","woods, meadow","","grass, trees",45.15086,-118.9314,17070202,"SOIL","Soil","",NA,0.046,NA,NA,2004-07-08,460,"0-8","0-8",0,8,8
"ST010701","20040708","","12-20","woods, meadow","","grass, trees",45.15086,-118.9314,17070202,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-08,410,"12-20","12-20",12,20,20
"ST010711","20040712","","0-8","woods","","grass, trees",45.33101,-118.36884,17060104,"SOIL","Soil","",NA,0.043,NA,NA,2004-07-12,430,"0-8","0-8",0,8,8
"ST010711","20040712","","12-20","woods","","grass, trees",45.33101,-118.36884,17060104,"SOIL","Soil","",NA,0.05,NA,NA,2004-07-12,500,"12-20","12-20",12,20,20
"ST010675","20040713","","0-8","farm field","","crops",45.01139,-117.87641,17050203,"SOIL","Soil","",NA,0.068,NA,NA,2004-07-13,680,"0-8","0-8",0,8,8
"ST010675","20040713","","12-20","farm field","","crops",45.01139,-117.87641,17050203,"SOIL","Soil","",NA,0.062,NA,NA,2004-07-13,620,"12-20","12-20",12,20,20
"ST010702","20040713","","0-8","rangeland","","grass, sagebrush",45.12807,-117.84523,17060104,"SOIL","Soil","",NA,0.089,NA,NA,2004-07-13,890,"0-8","0-8",0,8,8
"ST010702","20040713","","12-20","rangeland","","grass, sagebrush",45.12807,-117.84523,17060104,"SOIL","Soil","",NA,0.09,NA,NA,2004-07-13,900,"12-20","12-20",12,20,20
"ST010691","20040713","","0-8","rangeland","","grass, sagebrush",45.13304,-117.84417,17060104,"SOIL","Soil","",NA,0.109,NA,NA,2004-07-13,1090,"0-8","0-8",0,8,8
"ST010691","20040713","","12-20","rangeland","","grass, sagebrush",45.13304,-117.84417,17060104,"SOIL","Soil","",NA,0.083,NA,NA,2004-07-13,830,"12-20","12-20",12,20,20
"ST011269","20040714","","0-8","farm field","","crops",45.4097,-117.96314,17060104,"SOIL","Soil","",NA,0.093,NA,NA,2004-07-14,930,"0-8","0-8",0,8,8
"ST011269","20040714","","12-20","farm field","","crops",45.4097,-117.96314,17060104,"SOIL","Soil","",NA,0.081,NA,NA,2004-07-14,810,"12-20","12-20",12,20,20
"ST011282","20040715","","0-8","woods, meadow","","grass, trees",45.25582,-117.07565,17060102,"SOIL","Soil","",NA,0.103,NA,NA,2004-07-15,1030,"0-8","0-8",0,8,8
"ST011282","20040715","","12-20","woods, meadow","","grass, trees",45.25582,-117.07565,17060102,"SOIL","Soil","",NA,0.112,NA,NA,2004-07-15,1120,"12-20","12-20",12,20,20
"ST011275","20040716","","0-8","meadow","","grass",45.62321,-117.26551,17060106,"SOIL","Soil","",NA,0.16,NA,NA,2004-07-16,1600,"0-8","0-8",0,8,8
"ST011275","20040716","","12-20","meadow","","grass",45.62321,-117.26551,17060106,"SOIL","Soil","",NA,0.088,NA,NA,2004-07-16,880,"12-20","12-20",12,20,20
"ST011280","20040716","","0-8","meadow/marsh, rangeland","","grass",45.54383,-117.2202,17060106,"SOIL","Soil","",NA,0.165,NA,NA,2004-07-16,1650,"0-8","0-8",0,8,8
"ST011280","20040716","","12-20","meadow/marsh, rangeland","","grass",45.54383,-117.2202,17060106,"SOIL","Soil","",NA,0.091,NA,NA,2004-07-16,910,"12-20","12-20",12,20,20
"ST011240","20040716","","0-8","woods","","trees",45.39959,-117.42905,17060105,"SOIL","Soil","",NA,0.149,NA,NA,2004-07-16,1490,"0-8","0-8",0,8,8
"ST011240","20040716","","12-20","woods","","trees",45.39959,-117.42905,17060105,"SOIL","Soil","",NA,0.15,NA,NA,2004-07-16,1500,"12-20","12-20",12,20,20
"ST010166","20040721","","0-8","rangeland","","sagebrush",44.49092,-118.06255,17050202,"SOIL","Soil","",NA,0.057,NA,NA,2004-07-21,570,"0-8","0-8",0,8,8
"ST010166","20040721","","12-20","rangeland","","sagebrush",44.49092,-118.06255,17050202,"SOIL","Soil","",NA,0.058,NA,NA,2004-07-21,580,"12-20","12-20",12,20,20
"ST010469","20040517","","0-8 in","other","","grass/shrubs/trees",30.20814,-98.29656,12090206,"SOIL","Soil","",NA,0.023,NA,NA,2004-05-17,230,"0-8","0-8",0,8,8
"ST010506","20040517","","0-8 in","other","","grass/shrubs/trees",30.11335,-98.31072,12100203,"SOIL","Soil","",NA,0.013,NA,NA,2004-05-17,130,"0-8","0-8",0,8,8
"ST010486","20040517","","12-20 in","suburban","","grass/shrubs/trees",30.09122,-98.42879,12100203,"SOIL","Soil","",NA,0.023,NA,NA,2004-05-17,230,"12-20","12-20",12,20,20
"ST010486","20040517","","0-8 in","suburban","","grass/shrubs/trees",30.09122,-98.42879,12100203,"SOIL","Soil","",NA,0.023,NA,NA,2004-05-17,230,"0-8","0-8",0,8,8
"ST010461","20040518","","1-5 in","other","","grass/shrubs/trees",30.34846,-98.05659,12090205,"SOIL","Soil","",NA,0.041,NA,NA,2004-05-18,410,"1-5","1-5",1,5,5
"ST010484","20040518","","1-4 in","meadow/suburban","","grass",30.61582,-98.26924,12090205,"SOIL","Soil","",NA,0.041,NA,NA,2004-05-18,410,"1-4","1-4",1,4,4
"ST010484","20040518","","8-18 in","meadow/suburban","","grass",30.61582,-98.26924,12090205,"SOIL","Soil","",NA,0.067,NA,NA,2004-05-18,670,"8-18","8-18",8,18,18
"ST010466","20040518","","1-12 in","woods","","crops/grass/shrubs/trees",30.70629,-98.06558,12070205,"SOIL","Soil","",NA,0.021,NA,NA,2004-05-18,210,"1-12","1-12",1,12,12
"ST010501","20040520","","1-6 in","other","","grass/shrubs/trees",30.05075,-99.02639,12100201,"SOIL","Soil","",NA,0.035,NA,NA,2004-05-20,350,"1-6","1-6",1,6,6
"ST010494","20040520","","1-8 in","urban","","grass/shrubs/trees",30.03339,-99.11491,12100201,"SOIL","Soil","",NA,0.036,NA,NA,2004-05-20,360,"1-8","1-8",1,8,8
"ST010474","20040520","","1-6 in","other","","grass/shrubs/trees",30.16369,-99.23938,12100201,"SOIL","Soil","",NA,0.032,NA,NA,2004-05-20,320,"1-6","1-6",1,6,6
"ST010463","20040525","","1-8 in","other","","grass/shrubs/trees",30.0806,-98.74249,12100201,"SOIL","Soil","",NA,0.017,NA,NA,2004-05-25,170,"1-8","1-8",1,8,8
"ST010465","20040525","","1-8 in","other","","shrubs/trees",30.1615,-98.746,12090206,"SOIL","Soil","",NA,0.035,NA,NA,2004-05-25,350,"1-8","1-8",1,8,8
"ST010467","20040525","","1-8 in","suburban","","crops",30.24853,-98.90505,12090206,"SOIL","Soil","",NA,0.048,NA,NA,2004-05-25,480,"1-8","1-8",1,8,8
"ST010485","20040525","","1-14 in","suburban","","grass/shrubs/trees",30.23822,-98.91472,12090206,"SOIL","Soil","",NA,0.024,NA,NA,2004-05-25,240,"1-14","1-14",1,14,14
"ST010478","20040525","","1-4 in","suburban","","grass/shrubs/trees",30.17888,-99.37359,12100201,"SOIL","Soil","",NA,0.043,NA,NA,2004-05-25,430,"1-4","1-4",1,4,4
"ST010273","20040623","","10-20 in","farm","","crops/grass",27.57659,-97.62759,12110205,"SOIL","Soil","",NA,0.03,NA,NA,2004-06-23,300,"10-20","10-20",10,20,20
"ST010273","20040623","","0-8 in","farm","","crops/grass",27.57659,-97.62759,12110205,"SOIL","Soil","",NA,0.033,NA,NA,2004-06-23,330,"0-8","0-8",0,8,8
"ST010307","20040624","","10-16 in","farm","","crops",27.5893,-97.45804,12110202,"SOIL","Soil","",NA,0.033,NA,NA,2004-06-24,330,"10-16","10-16",10,16,16
"ST010307","20040624","","0-8 in","farm","","crops",27.5893,-97.45804,12110202,"SOIL","Soil","",NA,0.036,NA,NA,2004-06-24,360,"0-8","0-8",0,8,8
"ST011696","20040804","","0-10 in","suburban","","grass",31.44431,-100.4939,12090102,"SOIL","Soil","",NA,0.039,NA,NA,2004-08-04,390,"0-10","0-10",0,10,10
"ST011683","20040722","","1-10 in","urban","","grass/shrubs/trees",31.74541,-99.94377,12090101,"SOIL","Soil","",NA,0.047,NA,NA,2004-07-22,470,"1-10","1-10",1,10,10
"ST011702","20040803","","0-10 in","other","","grass/shrubs/trees",31.64303,-99.79551,12090101,"SOIL","Soil","",NA,0.048,NA,NA,2004-08-03,480,"0-10","0-10",0,10,10
"ST010708","20040831","","10-20 in","woods","","shrubs/trees",48.12727,-124.60355,17100101,"SOIL","Soil","",NA,0.06,NA,NA,2004-08-31,600,"10-20","10-20",10,20,20
"ST010708","20040831","","2-8 in","woods","","shrubs/trees",48.12727,-124.60355,17100101,"SOIL","Soil","",NA,0.069,NA,NA,2004-08-31,690,"2-8","2-8",2,8,8
"ST010685","20040831","","10-20 in","woods","","shrubs/trees",48.07975,-124.26762,17100101,"SOIL","Soil","",NA,0.148,NA,NA,2004-08-31,1480,"10-20","10-20",10,20,20
"ST010685","20040831","","2-8 in","woods","","shrubs/trees",48.07975,-124.26762,17100101,"SOIL","Soil","",NA,0.153,NA,NA,2004-08-31,1530,"2-8","2-8",2,8,8
"ST010698","20040831","","10-18 in","woods","","shrubs/trees",48.16316,-124.58231,17100101,"SOIL","Soil","",NA,0.068,NA,NA,2004-08-31,680,"10-18","10-18",10,18,18
"ST010698","20040831","","2-8 in","woods","","shrubs/trees",48.16316,-124.58231,17100101,"SOIL","Soil","",NA,0.074,NA,NA,2004-08-31,740,"2-8","2-8",2,8,8
"ST010783","20040614","","10-18 in","woods","","shrubs/trees",48.04232,-120.14166,17020008,"SOIL","Soil","",NA,0.101,NA,NA,2004-06-14,1010,"10-18","10-18",10,18,18
"ST010783","20040614","","2-8 in","woods","","shrubs/trees",48.04232,-120.14166,17020008,"SOIL","Soil","",NA,0.107,NA,NA,2004-06-14,1070,"2-8","2-8",2,8,8
"ST010794","20040617","","10-18 in","meadow","","trees/shrubs",48.24287,-121.94408,17110008,"SOIL","Soil","",NA,0.098,NA,NA,2004-06-17,980,"10-18","10-18",10,18,18
"ST010794","20040617","","2-8 in","meadow","","trees/shrubs",48.24287,-121.94408,17110008,"SOIL","Soil","",NA,0.093,NA,NA,2004-06-17,930,"2-8","2-8",2,8,8
"ST010816","20040909","","10-18 in","woods","","trees",48.22026,-120.26742,17020008,"SOIL","Soil","",NA,0.162,NA,NA,2004-09-09,1620,"10-18","10-18",10,18,18
"ST010816","20040909","","2-8 in","woods","","trees",48.22026,-120.26742,17020008,"SOIL","Soil","",NA,0.156,NA,NA,2004-09-09,1560,"2-8","2-8",2,8,8
"ST010809","20040617","","10-18 in","woods","","shrubs/trees",48.30703,-121.98058,17110008,"SOIL","Soil","",NA,0.108,NA,NA,2004-06-17,1080,"10-18","10-18",10,18,18
"ST010809","20040617","","2-8 in","woods","","shrubs/trees",48.30703,-121.98058,17110008,"SOIL","Soil","",NA,0.104,NA,NA,2004-06-17,1040,"2-8","2-8",2,8,8
"ST010830","20040617","","10-18 in","woods","","trees",48.29832,-121.6286,17110008,"SOIL","Soil","",NA,0.127,NA,NA,2004-06-17,1270,"10-18","10-18",10,18,18
"ST010830","20040617","","2-8 in","woods","","trees",48.29832,-121.6286,17110008,"SOIL","Soil","",NA,0.122,NA,NA,2004-06-17,1220,"2-8","2-8",2,8,8
"ST010829","20040617","","10-18 in","woods","","shrubs/trees",48.34881,-121.52866,17110006,"SOIL","Soil","",NA,0.083,NA,NA,2004-06-17,830,"10-18","10-18",10,18,18
"ST010829","20040617","","2-8 in","woods","","shrubs/trees",48.34881,-121.52866,17110006,"SOIL","Soil","",NA,0.087,NA,NA,2004-06-17,870,"2-8","2-8",2,8,8
"ST010841","20040614","","10-18 in","woods","","shrubs/trees",48.29568,-119.98296,17020008,"SOIL","Soil","",NA,0.073,NA,NA,2004-06-14,730,"10-18","10-18",10,18,18
"ST010841","20040614","","2-8 in","woods","","shrubs/trees",48.29568,-119.98296,17020008,"SOIL","Soil","",NA,0.062,NA,NA,2004-06-14,620,"2-8","2-8",2,8,8
"ST010800","20040812","","10-16 in","woods","","trees",48.44789,-121.58152,17110006,"SOIL","Soil","",NA,0.143,NA,NA,2004-08-12,1430,"10-16","10-16",10,16,16
"ST010800","20040812","","2-8 in","woods","","trees",48.44789,-121.58152,17110006,"SOIL","Soil","",NA,0.19,NA,NA,2004-08-12,1900,"2-8","2-8",2,8,8
"ST010806","20040729","","10-18 in","woods","","trees",48.54045,-120.75806,17110005,"SOIL","Soil","",NA,0.106,NA,NA,2004-07-29,1060,"10-18","10-18",10,18,18
"ST010806","20040729","","2-8 in","woods","","trees",48.54045,-120.75806,17110005,"SOIL","Soil","",NA,0.083,NA,NA,2004-07-29,830,"2-8","2-8",2,8,8
"ST010792","20040616","","10-18 in","woods","","shrubs/trees",48.48359,-120.29919,17020008,"SOIL","Soil","",NA,0.062,NA,NA,2004-06-16,620,"10-18","10-18",10,18,18
"ST010792","20040616","","2-8 in","woods","","shrubs/trees",48.48359,-120.29919,17020008,"SOIL","Soil","",NA,0.075,NA,NA,2004-06-16,750,"2-8","2-8",2,8,8
"ST010789","20040615","","10-18 in","meadow","","grass",48.45625,-120.10562,17020008,"SOIL","Soil","",NA,0.125,NA,NA,2004-06-15,1250,"10-18","10-18",10,18,18
"ST010789","20040615","","2-8 in","meadow","","grass",48.45625,-120.10562,17020008,"SOIL","Soil","",NA,0.13,NA,NA,2004-06-15,1300,"2-8","2-8",2,8,8
"ST010820","20040820","","10-20 in","woods","","shrubs/trees",48.66534,-121.78024,17110005,"SOIL","Soil","",NA,0.193,NA,NA,2004-08-20,1930,"10-20","10-20",10,20,20
"ST010820","20040820","","2-8 in","woods","","shrubs/trees",48.66534,-121.78024,17110005,"SOIL","Soil","",NA,0.111,NA,NA,2004-08-20,1110,"2-8","2-8",2,8,8
"ST010850","20040616","","10-18 in","woods","","trees",48.58783,-120.80323,17110005,"SOIL","Soil","",NA,0.093,NA,NA,2004-06-16,930,"10-18","10-18",10,18,18
"ST010850","20040616","","2-8 in","woods","","trees",48.58783,-120.80323,17110005,"SOIL","Soil","",NA,0.088,NA,NA,2004-06-16,880,"2-8","2-8",2,8,8
"ST010813","20040615","","10-18 in","woods","","trees/shrubs",48.6069,-120.20206,17020008,"SOIL","Soil","",NA,0.169,NA,NA,2004-06-15,1690,"10-18","10-18",10,18,18
"ST010813","20040615","","2-8 in","woods","","trees/shrubs",48.6069,-120.20206,17020008,"SOIL","Soil","",NA,0.208,NA,NA,2004-06-15,2080,"2-8","2-8",2,8,8
"ST010791","20040802","","12-20 in","woods","","shrubs/trees",48.81523,-121.9202,17110004,"SOIL","Soil","",NA,0.064,NA,NA,2004-08-02,640,"12-20","12-20",12,20,20
"ST010791","20040802","","6-10 in","woods","","shrubs/trees",48.81523,-121.9202,17110004,"SOIL","Soil","",NA,0.079,NA,NA,2004-08-02,790,"6-10","6-10",6,10,10
"ST010853","20040729","","10-18 in","meadow","","grass/trees",48.73268,-120.675,17110005,"SOIL","Soil","",NA,0.167,NA,NA,2004-07-29,1670,"10-18","10-18",10,18,18
"ST010853","20040729","","2-8 in","meadow","","grass/trees",48.73268,-120.675,17110005,"SOIL","Soil","",NA,0.148,NA,NA,2004-07-29,1480,"2-8","2-8",2,8,8
